Class,AngleCh1,AreaCh1,AvgIntenCh1,AvgIntenCh2,AvgIntenCh3,AvgIntenCh4,ConvexHullAreaRatioCh1,ConvexHullPerimRatioCh1,DiffIntenDensityCh1,DiffIntenDensityCh3,DiffIntenDensityCh4,EntropyIntenCh1,EntropyIntenCh3,EntropyIntenCh4,EqCircDiamCh1,EqEllipseLWRCh1,EqEllipseOblateVolCh1,EqEllipseProlateVolCh1,EqSphereAreaCh1,EqSphereVolCh1,FiberAlign2Ch3,FiberAlign2Ch4,FiberLengthCh1,FiberWidthCh1,IntenCoocASMCh3,IntenCoocASMCh4,IntenCoocContrastCh3,IntenCoocContrastCh4,IntenCoocEntropyCh3,IntenCoocEntropyCh4,IntenCoocMaxCh3,IntenCoocMaxCh4,KurtIntenCh1,KurtIntenCh3,KurtIntenCh4,LengthCh1,NeighborAvgDistCh1,NeighborMinDistCh1,NeighborVarDistCh1,PerimCh1,ShapeBFRCh1,ShapeLWRCh1,ShapeP2ACh1,SkewIntenCh1,SkewIntenCh3,SkewIntenCh4,SpotFiberCountCh3,SpotFiberCountCh4,TotalIntenCh1,TotalIntenCh2,TotalIntenCh3,TotalIntenCh4,VarIntenCh1,VarIntenCh3,VarIntenCh4,WidthCh1,XCentroid,YCentroid
WS,3.581727966,428,179.3887531,153.8581907,32.19804401,105.205379,1.144042679,0.947056729,78.03014417,30.33420708,60.0904325,7.681735014,5.632535921,6.594984471,23.36339107,2.054557359,969.7630835,472.0058457,1714.8322,6677.382549,1.677789247,1.235156123,36.03209642,12.26885096,0.026828524,0.032286386,15.10442268,6.418958763,6.89681051,6.500020823,0.152061856,0.162371134,-0.84052095,-0.511366817,-1.173211879,35.31716749,192.2863889,26.63872899,86.44830088,96.60189475,0.621155033,1.807216155,1.679830377,0.142352316,0.45584412,0.263691703,2,10,73370,62520,13169,43029,98.17131362,26.74606469,88.12145359,19.542304,170,168
PS,95.62157612,288,38.21818182,196.1272727,73.77454545,113.3672727,1.187554019,0.869244919,42.27710843,54.48995984,76.13654618,6.109796612,6.437670416,6.774412854,19.15757663,1.63034031,476.2771261,292.1335645,1153.004535,3681.462123,1.706366037,1.751569709,34.92482043,8.681155112,0.015880225,0.013568387,11.58159677,10.05374194,6.992860228,7.090426314,0.096774194,0.084677419,0.317819879,-0.315298173,0.066854416,27.19305547,199.8563432,21.08152838,80.35203312,87.21195109,0.607901213,1.559473512,1.996309482,0.642716054,0.515118791,0.761240327,1,4,10510,53661,20288,31176,23.13116034,57.30638618,91.05271012,17.43733077,198,209
PS,62.2459058,295,26.0141844,4.705673759,58.21631206,33.74822695,1.214827296,0.90874385,37.18677043,42.01167315,23.82490272,5.715956053,6.465265508,5.091614108,19.39986817,1.812195976,521.4321364,287.7349599,1182.353741,3822.917785,1.46102867,1.353037367,32.37462412,9.607808165,0.005431397,0.06908118,23.71738209,3.702225755,7.719126271,5.500297643,0.015444015,0.262745098,0.264577543,-0.246030926,0.535521624,29.8020975,212.4679668,28.24304341,106.749831,83.96486458,0.511083554,1.535670811,1.803655906,0.596236233,0.196586157,1.227919215,2,5,7336,1046,16417,9517,17.65990202,30.20073533,41.81414146,19.40656635,184,96
PS,91.89083348,317,143.5940594,401.8316832,179.9075908,238.5082508,1.2,0.920134245,91.83870968,165.5555556,178.344086,7.315458637,7.108768016,6.962754026,20.10923451,1.300172547,491.9103824,378.3423851,1270.401361,4257.799813,1.02499422,1.440980855,29.65698693,11.17742691,0.010314237,0.018087723,13.23293936,9.619822713,7.27983028,6.861217647,0.067857143,0.107913669,-0.295733157,2.500165279,-0.46239867,24.72695402,294.2205848,38.70216673,127.6124075,81.66882768,0.609227528,1.172842789,1.601147498,0.36517529,1.372007899,0.621071327,1,5,43509,121453,54512,72268,76.32220802,168.3763211,201.7561981,21.08292283,22,134
PS,7.364295565,275,43.54752852,218.581749,12.85931559,119.0114068,1.084622384,0.926897423,49.10351967,15.16563147,78.09730849,6.28300926,3.122828977,6.032715072,18.73493103,1.859081202,475.6684569,255.8621196,1102.69161,3443.141878,1.703460633,1.567091165,25.17587926,11.43908756,0.32161003,0.061120707,2.652850674,6.020762581,3.497797632,5.917920455,0.56504065,0.240506329,-0.486332178,2.95709673,-0.782947021,26.92439102,220.3032346,28.46485082,126.4538246,73.22993365,0.666513665,1.752696654,1.481797345,0.304966404,1.772610879,0.510460117,2,5,11453,57225,3382,31300,25.72959385,21.05702873,111.0117139,15.36169477,426,108
PS,146.0679571,182,47.8908046,3.32183908,112.045977,36.6954023,1.117486339,0.926463376,52.31210191,75.89171975,24.70700637,6.356547987,6.347393325,5.266034704,15.23873261,1.32825253,216.3643721,162.8940034,729.537415,1852.870932,1.755148041,1.416940817,19.65037466,9.761545543,0.015964012,0.043401961,6.904130153,7.28850211,6.643542053,6.171059451,0.088607595,0.196202532,-0.016256763,0.406779732,-0.381887487,18.75036888,180.0847362,32.13196464,77.98097421,58.82384041,0.633573894,1.221319602,1.435505603,0.756508441,0.980196976,0.537516418,0,4,8333,405,19496,6385,33.55223456,104.0252962,31.43327693,15.35254888,211,106
WS,164.4906293,170,137.2760736,279.2822086,107.0858896,20.67484663,1.208759124,0.896261461,91.18685121,93.06228374,21.98961938,6.844036973,2.957619769,4.13927168,14.74918512,1.559773275,212.5855272,136.2925821,683.4172336,1679.974549,1.537246974,1.633514699,25.54402085,7.027156902,0.323203574,0.144908256,1.618258454,4.874772488,3.077004643,4.703676837,0.566433566,0.376712329,0.710028645,6.809810913,2.061639557,22.1944484,296.8873458,31.25554826,136.1919448,65.1423555,0.516424763,1.488914763,1.881245909,0.839838228,2.785144606,1.575304644,1,5,22376,45361,17455,3370,85.81348646,265.8177428,28.87074717,14.90646003,27,112
PS,80.13889345,358,50.11403509,176.9736842,57.52046784,80.1754386,1.354297694,0.817018422,51.13398693,51.8496732,63.04575163,6.543073709,5.74013922,5.90051261,21.36423161,2.87083219,876.525617,305.3210912,1433.918367,5105.760685,1.484770048,1.023973419,56.55166378,6.630901646,0.054628263,0.067758254,6.79044098,5.350438629,6.030046907,5.90365268,0.223642173,0.249201278,6.696633051,10.93210059,2.810385761,40.87335654,174.0966971,26.57964116,74.65531689,126.3651308,0.433817519,2.021730474,3.38862954,1.791752328,2.920129142,1.296655683,2,6,17139,60184,19672,27420,36.57047001,92.51627574,86.76033187,20.2170156,306,231
PS,96.15010122,204,21.96410256,247.8461538,6.538461538,24.41538462,1.217809868,0.867880637,38.70930233,13.69186047,18.65116279,5.341000637,2.516284792,4.106481043,16.13212321,2.766234758,370.4400929,133.9149152,817.585034,2198.230417,1.001142857,1.137520531,32.3566501,6.730011561,0.311729224,0.194861638,3.680540997,2.537379544,3.343673158,4.242136096,0.556213018,0.451428571,-0.137984913,2.740239363,0.790348387,27.34331998,216.1262532,17.43484795,108.2917572,78.17332332,0.589316096,2.155648025,2.233188332,0.568796658,1.898489984,1.299643017,1,5,4283,48136,1275,4761,16.5397344,11.94484365,32.82817379,12.68450121,201,126
PS,26.09210845,538,49.57587549,179.1342412,80.79766537,177.5447471,1.129322596,0.901240163,49.01036269,66.23108808,92.43419689,6.663943681,6.082728804,6.579498589,26.19122334,1.391677004,1124.437846,807.9732887,2155.070295,9407.321235,1.359668081,1.535827933,41.99532569,13.17242148,0.06908187,0.052056539,5.710357551,4.689056554,5.942010766,6.104541085,0.256728778,0.226141079,1.573825886,1.517217181,-0.171285111,36.10180127,235.7005091,39.98104001,112.2057516,110.3354944,0.541762108,1.310584174,1.751263437,0.998748697,1.367622477,0.6698801,2,7,25482,91562,41530,91258,34.91856955,93.88515376,161.2376226,27.54634306,123,140
WS,155.8330375,383,522.5273224,255.6338798,66.32786885,290.863388,1.293281654,0.936227167,207.7560976,35.50609756,148.9847561,8.228038055,6.741873263,7.828371577,22.10114466,7.415640091,1559.615348,210.314326,1534.544218,5652.530624,1.301320691,1.867291008,58.25136514,6.963750261,0.007231619,0.007654445,11.35514123,13.66154032,7.458541085,7.409433701,0.032544379,0.031446541,-1.242847124,-0.365204224,-0.298045846,55.73355578,209.6617186,27.10679518,87.02935671,130.4302308,0.635119389,5.142442675,3.337296498,0.272567973,0.390399985,0.366486597,5,5,191245,93197,24276,106456,351.3635936,36.91804007,161.7870419,10.83795373,301,182
PS,38.71341804,337,94.90993789,340.5869565,96.45341615,181.0559006,1.333333333,0.882817589,63.63945578,74.34693878,119.1904762,7.086212863,5.163601656,7.218325782,20.73013643,1.834507453,640.1254559,348.9358711,1350.063492,4664.500064,1.305813543,1.223476318,38.95648932,9.080971136,0.134126972,0.012568502,2.576427373,8.720524093,4.928667184,6.961907928,0.358361775,0.071672355,-0.316250775,1.41719528,0.07111935,30.85080023,234.224155,21.5,122.4600402,96.07492092,0.503087917,1.41867381,2.076325924,0.439547562,1.443799461,0.727498797,1,5,30561,109348,31058,58300,51.80213155,127.8030779,146.6464989,21.74622525,310,96
PS,52.52976276,179,36.22807018,1,86.07602339,74.8245614,1.24420191,0.874927344,45.21404682,85.56856187,43.56187291,6.057954307,6.545960211,4.865376153,15.10679305,2.99471881,316.5145953,105.690923,716.9591837,1805.159002,1.548895629,1.111520679,29.88855793,6.426542028,0.007412482,0.119002394,19.04171142,4.696629968,7.293298504,5.063816211,0.020408163,0.348684211,-0.261959702,-0.113073042,-0.779134028,26.59613207,209.9736065,58.93800309,116.4969057,72.63019991,0.592419152,2.337930578,2.185444228,0.653614203,0.960503273,0.531137685,1,6,6195,1,14719,12795,26.14177554,71.63324442,73.7500416,11.37592892,459,176
PS,158.0531702,199,20.47368421,16.93684211,21.54736842,9.7,1.19804401,0.905472893,39.10119048,22.05357143,15.54761905,5.32109556,5.289290931,4.203715523,15.92395806,1.871109599,293.0229021,156.6038153,796.6213152,2114.227402,1.650316132,1.983774664,27.96149387,7.666043378,0.015945687,0.026484006,16.76815088,21.36039421,6.903162172,6.327100782,0.097560976,0.12804878,0.239642592,-0.39265365,-0.323505772,25.85192168,217.2401223,26.32206122,111.4421711,71.2550745,0.500040107,1.678025559,1.884896538,0.823709255,0.645189888,0.761989902,0,5,3890,3029,4094,1843,17.57800187,17.64161851,9.600411175,15.4061549,66,163
WS,173.5981844,312,167.5503356,143.0134228,157.8791946,241.0167785,1.135525261,0.931219173,85.45620438,117.9635036,109.149635,7.318775799,5.726376415,6.097660761,19.94262655,1.844603184,571.4752463,309.8093136,1249.437642,4152.844713,1.332196027,1.400228965,29.43190155,11.10264543,0.100571235,0.077798171,3.581564536,2.997954724,5.379419801,5.415624404,0.315412186,0.279569892,0.234482957,1.650640581,-1.010926854,29.73364824,243.8261363,25.83978414,117.1167646,81.06909395,0.584236385,1.653599774,1.600491634,0.431338237,1.379178943,0.546433126,1,7,49930,42321,47048,71823,79.19951327,188.9033314,235.7053595,17.9811637,415,92
PS,52.06282943,1256,147.765638,12.1559633,36.33110926,21.89491243,1.990291262,0.846718645,72.48401421,33.91119005,17.73268206,8.026184852,3.84420059,2.765904368,40.0021944,2.906153029,5789.08018,1992.008033,5027.099773,33515.83706,1.453811394,1.643165313,115.3284652,11.23363448,0.286058507,0.450906325,1.766598836,0.634655246,3.574064664,2.42247191,0.53030303,0.669026549,0.091207759,19.51405678,9.357748656,90.60729361,225.7959566,44.97775968,111.8081577,253.1241993,0.359525413,2.348542358,3.935483492,0.625321755,3.878316811,3.03117937,6,29,177171,13377,43561,26252,80.70934034,83.98241182,54.26972731,38.58022543,108,197
WS,27.98582639,309,799.6,191.3864407,19.40677966,78.91864407,1.095934959,0.964602035,230.6397059,17.75367647,46.625,7.968944788,4.170798928,5.878175252,19.84199028,1.702248831,540.7121105,317.6457522,1236.85941,4090.292066,1.469349174,1.173210244,28.14760273,11.45096369,0.161780757,0.061844025,4.283616087,4.574944238,4.779042363,5.907844878,0.397769517,0.243636364,-0.63187302,0.055444177,-0.99360096,29.80861303,185.6999753,32.82583049,77.57501125,79.19713285,0.571894835,1.643385179,1.548542148,-0.523390954,1.013243659,0.511863037,3,8,235882,56165,5725,23281,326.2946511,23.78841667,76.01721588,18.13854318,209,104
WS,166.3652772,252,268.7925311,359.3112033,185.3817427,481.9170124,1.034343434,0.969994907,104.6696429,118.9241071,298.3660714,7.3188706,4.938990771,7.320759774,17.93423044,1.092120552,319.8029048,292.8274762,1010.451247,3020.277586,1.079736264,1.629163508,15.45562727,15.45562727,0.157590282,0.009297274,2.020089286,10.08258929,4.478497607,7.086076876,0.388392857,0.049107143,0.391122971,2.256615367,-0.49576983,19.56904771,213.5028648,28.83073796,116.3888789,61.82250908,0.712367134,1.079910804,1.172376982,-0.160200143,1.817301551,0.418448452,2,3,64779,86354,44677,116142,97.61150931,303.042161,342.5838864,18.12098522,102,89
PS,94.7928203,578,106.6105072,263.0181159,216.0144928,159.4637681,1.381550455,0.784906364,86.71146245,192.7628458,106.3557312,7.403207278,6.81385852,5.936866408,27.14211982,3.013287358,1841.409765,611.0966349,2314.394558,10469.59573,1.420128386,1.100809438,69.22010653,8.741178897,0.062493849,0.098753695,7.742397075,4.045371445,6.23134659,5.435725262,0.243664717,0.307992203,0.624507858,0.665743477,1.787490338,50.76113171,156.283478,23.39130311,66.72037874,155.9225709,0.54475198,2.425962042,3.197446335,1.146209267,1.216350044,1.450825132,2,10,58849,144635,119240,88024,97.20814046,250.5212967,193.1740564,20.92412446,282,119
PS,145.8282793,185,199.2768362,312.440678,423.6327684,314.2259887,1.117166213,0.947283786,102.6448598,222.3582555,165.6292835,7.095998559,7.193428573,6.898618981,15.36953958,1.80347138,258.6640525,143.4256486,742.1156463,1900.995966,1.401299538,1.250071035,20.50903671,9.378408301,0.009793244,0.013931961,8.607849988,7.599697181,6.951134185,6.717128866,0.030864198,0.074074074,2.957555299,5.812135944,-0.538976185,21.87559523,158.5452929,30.11114144,65.1456764,59.77489003,0.624346837,1.610401169,1.478259692,1.314240615,1.902380646,0.530890682,0,2,35272,55126,74983,55618,130.6974648,335.7316921,234.5702762,13.58394148,269,119
PS,154.5763121,200,143.947644,285.7539267,249.6649215,618.2356021,1.180693069,0.927751471,79.42105263,140.9356725,381.3274854,7.07737765,7.206984391,7.237012336,15.96580822,2.298379235,327.3274641,142.416647,800.814059,2130.940614,1.641944906,1.062265333,26.30663457,8.048675306,0.008901584,0.009634831,8.508023952,13.45399487,7.077290626,7.0401395,0.02994012,0.04,-0.489312092,-0.297880589,0.286857058,25.26859072,183.3499948,26.61904762,101.1782126,68.71061976,0.651703105,2.078452649,1.774375754,0.355820248,0.582300388,0.552243474,2,5,27494,54389,47686,118083,77.01952824,171.962107,394.5062817,12.15740505,375,153
PS,28.20479741,490,24.68803419,119.6410256,27.29700855,130.775641,1.285279188,0.714048537,39.39858491,25.89150943,76.58962264,5.713667511,5.287385353,6.144793089,24.99177781,2.290372925,1253.266499,547.1888376,1962.204082,8173.161403,1.506437106,1.637473107,63.67472514,8.107323193,0.064159009,0.088625567,8.049528302,5.329009434,6.064156642,5.770794826,0.242924528,0.294811321,0.427818936,4.203748805,-0.605538687,40.48494387,186.3357534,29.84892041,98.07435506,143.5640967,0.555180194,1.854969888,3.177127785,0.684452751,1.591500467,0.503057052,2,14,11554,55525,12775,61203,18.5415019,30.92905156,120.852151,21.82512187,352,175
PS,158.0010679,183,23.34285714,127.1257143,5.674285714,116.84,1.145552561,0.928587069,35.06410256,9.230769231,48.16025641,5.598877242,2.712637566,5.734931486,15.28245933,2.173669063,279.1742356,128.4345627,733.7301587,1868.866886,1.777349542,1.039769832,23.66856201,8.215053029,0.288665671,0.055296849,4.344370453,4.782957208,3.629697387,5.849783258,0.534591195,0.222222222,-0.097849647,1.598110996,-1.318278856,23.58743344,260.5137411,18.42857143,120.2778808,63.76723009,0.618192927,1.875033485,1.664180479,0.690257104,1.532903827,-0.110432307,1,5,4085,22073,993,20447,16.67563296,8.849998962,87.3711793,12.57973984,419,184
WS,50.15825747,597,34.81052632,136.4649123,61.5122807,142.5298246,1.134378974,0.843265679,46.2764761,59.59606373,98.43017807,6.248226248,6.304960904,7.364056754,27.58110441,1.764609278,1478.625233,837.9335022,2389.863946,10985.84784,1.519482768,1.200975565,48.27958263,12.80391472,0.041734509,0.013283617,9.696093415,10.03798371,6.518417202,7.216311831,0.198874296,0.095505618,1.30630042,3.617000514,-0.831590191,39.18988562,163.543169,34.07917286,81.12379558,122.1669947,0.612269401,1.573900818,1.921272929,1.107413677,1.791739958,0.457065952,2,6,19842,77216,35062,81242,28.98031809,72.22934251,112.6111302,24.8998445,306,331
WS,4.991184989,161,703.4285714,169.6298701,28.37012987,12.71428571,1.111455108,0.945727136,341.2382671,20.37906137,13.59927798,7.149903424,5.441916999,3.841284674,14.33621762,1.450876267,188.2859093,129.773926,645.6825397,1542.774234,1.262072906,1.024805344,17.64790247,9.592189769,0.007958834,0.148314071,21.80409281,5.504770594,7.15802706,4.770659337,0.021428571,0.378571429,0.47497162,-0.846937069,0.186246213,17.51691263,157.3405253,23.36888691,69.97141492,54.48018447,0.681276176,1.295028359,1.395255825,0.41289574,-0.009816452,1.088020096,1,3,108328,25970,4369,1958,332.580834,16.49712738,16.07761786,13.52627725,270,166
WS,147.2282299,521,17.19879518,109.7228916,26.53212851,54.83534137,1.243035543,0.854777107,32.23510293,25.9815818,38.55796316,5.180239124,5.188418158,5.432393651,25.78035515,1.744546004,1200.623329,688.2153443,2087.986395,8971.505133,1.634812398,1.423420798,48.56131638,11.23488453,0.072744161,0.100472621,9.597856506,4.831497394,6.022345049,5.511163829,0.260215054,0.31827957,0.207005854,1.372894825,-0.894729878,38.13592152,237.5134884,32.06665571,128.9184087,119.5924018,0.517500655,1.441822243,2.086102649,0.903129082,1.323013964,0.642886928,2,7,8565,54145,13213,27308,16.37066379,30.68285715,58.48407084,26.44980802,445,217
PS,104.3157402,286,126.3040293,280.8351648,159.3003663,401.1684982,1.139107612,0.913695932,70.96,103.14,265.144,7.124197081,7.049723536,7.448465062,19.08778559,1.91322305,510.3267379,266.7366661,1144.619048,3641.373827,1.410728438,1.481057323,28.62202277,10.46463889,0.015457696,0.009539672,8.611592069,11.24617145,6.954154024,7.195118432,0.102766798,0.048582996,-0.190044731,0.689212434,-0.131086936,27.8176885,202.0478866,31.3392761,100.3183763,78.17332332,0.591493949,1.599526384,1.623604115,0.294835705,1.005761733,0.577470067,1,5,34481,76396,43489,109519,63.79453528,133.1503511,300.1378575,17.39120328,223,101
PS,168.699062,259,30.58467742,220.8104839,24.65322581,96.29435484,1.179090029,0.912935151,39.68874172,27.55629139,64.7218543,5.898364585,5.053658844,6.063739465,18.19282177,1.589414512,402.7334094,253.3847567,1039.800454,3152.817388,1.721492101,1.431767894,27.76515099,9.749416429,0.062437252,0.042562406,10.13535088,5.187105263,5.966935754,6.101685359,0.24122807,0.186666667,0.172305742,0.087511141,-0.685205299,23.08860631,225.8190656,23.54761905,102.2900273,75.02913485,0.652068269,1.337206543,1.654888657,0.587266725,0.925966413,0.647246694,3,7,7585,54514,6114,23881,19.46732392,25.87486773,93.25328655,17.26629774,419,132
PS,174.3290489,493,37.81528662,92.02760085,54.51380042,63.94267516,1.38756948,0.75472988,48.06060606,59.31934732,47.03263403,6.321695252,6.090267794,5.130427045,25.0717517,2.064200203,1201.237328,581.9383829,1974.782313,8251.875302,1.026187277,1.296261905,59.83100188,8.667579984,0.02862762,0.137488733,12.47096283,3.306808303,6.732544366,5.013848392,0.153488372,0.362790698,1.415927095,1.771430563,0.475196703,37.17547757,193.2758681,29.47789248,82.42647845,136.9971637,0.556955629,1.5591018,2.879960832,1.270635368,1.406572672,1.16298514,1,10,17811,42875,25676,30117,34.35406162,60.99541698,81.42639535,23.84416308,201,114
PS,175.505085,297,26.01760563,4.123239437,63.22535211,5.070422535,1.224625624,0.890523678,38.74708171,37.63035019,10.6692607,5.792762132,6.589352821,3.345449379,19.46854048,2.046403752,560.0086332,273.655007,1190.739229,3863.659147,1.543950807,1,34.92293929,9.019283076,0.007736113,0.080299385,10.86979332,17.29095314,7.286242583,5.587124501,0.023166023,0.270588235,0.423481246,-0.559627777,0.421469364,29.30062567,286.1752445,27.56691508,122.4196462,87.88444473,0.575626714,1.66011456,1.951321286,0.852539832,0.333407423,1.142132901,1,5,7389,888,17956,1440,20.79281701,38.51145693,6.344730416,17.64976127,468,110
WS,52.75160153,257,155.5853659,213.2804878,174.1626016,53.91056911,1.16536965,0.857994523,100.2930649,143.0626398,34.25279642,7.381379952,4.675423655,5.786306238,18.11931512,1.438619029,378.5272167,263.1184552,1031.414966,3114.755465,1.73709956,1.439185612,29.67155997,9.078854874,0.196149261,0.042659524,2.937062027,7.400312337,4.391033091,6.303784301,0.438914027,0.199095023,0.63883115,0.152145905,-1.196124702,24.35531366,205.1633578,35.83333333,92.5682374,77.50082969,0.555031093,1.276824861,1.774307191,1.087831948,1.111496882,0.157283943,1,6,38274,52222,42844,13262,122.1286425,222.8131075,42.99811078,19.07490558,209,115
WS,111.5892417,212,135.1330049,317.453202,175.9753695,235.862069,1.023752969,0.970585025,76.98395722,140.2192513,156.4010695,6.897289597,7.227435164,6.809097678,16.45971244,1.143385343,252.9658626,221.2428768,851.1269841,2334.884234,1.456018703,1.45774745,14.13195088,14.13195088,0.007566518,0.011848179,16.47228895,14.35163578,7.302587543,7.022535868,0.031914894,0.075268817,0.757706766,-0.748489545,-0.449777825,18.82071587,235.8228751,35.49534478,127.0648583,56.52780352,0.653757089,1.08831426,1.152448039,0.927511005,0.492701013,0.40267685,0,5,27432,64241,35723,47880,73.68062518,121.5335279,152.6917133,17.293457,72,224
PS,88.98001564,309,62.34915254,140.2305085,82.14237288,39.81694915,1.089417555,0.95213431,56.15867159,72.74538745,34.60516605,6.738048287,6.820693648,4.720277186,19.84199028,2.85617489,700.4013472,245.2235504,1236.85941,4090.292066,1.352959728,1.713948131,32.328701,9.880838254,0.008284658,0.140923463,14.82245118,4.520360603,7.347494424,4.99058471,0.045627376,0.369175627,0.205945791,1.279151077,-0.112394882,32.82961347,212.6411371,25.5952381,107.2247936,84.41907851,0.761120015,2.652921106,1.775361233,0.94240073,1.253968155,1.022414542,0,7,18393,41074,24232,11746,48.78250024,72.76425879,49.7129426,12.37489249,262,129
PS,69.77640652,210,23.89054726,176.9104478,23.70646766,44.33830846,1.186915888,0.868099674,35.49014085,23.47887324,26.81408451,5.604590054,5.298578162,5.093904561,16.37842941,1.948148874,325.3319434,166.995422,842.7414966,2300.463685,1.171390019,1.346941801,31.82671469,7.047909078,0.021826902,0.090052189,13.98034546,3.173191719,6.610016918,5.308879036,0.121546961,0.298850575,0.326407957,1.313193475,-0.669538214,26.69682387,223.9447828,17.43484795,119.8147736,77.74924753,0.530883841,1.795908935,2.144508875,0.859474713,1.196351816,0.709309684,1,4,4802,35359,4765,8912,18.32318924,22.42951165,45.97365647,14.865355,351,142
PS,20.52634777,150,138.5138889,221.6388889,7.319444444,96.52777778,1.032679739,0.981931825,56.67567568,10.46718147,43.72586873,6.64711797,3.595746049,4.093190202,13.86294405,1.242951152,157.5768154,126.7763541,603.755102,1394.970534,1.506885465,1.218924275,12.14643629,12.14643629,0.140850443,0.221294054,9.209357109,1.368201336,4.91732995,4.005946103,0.375,0.46875,-0.876165959,0.061646417,-1.272175405,16.77688925,265.5535841,20.50176974,121.1266651,48.58574517,0.647232229,1.206930294,1.171319942,-0.182450174,1.056650426,0.613934334,0,4,19946,31773,1054,13900,62.24871553,8.99432906,113.1801013,13.90046247,457,180
PS,163.1453057,157,53.54,37.96,139.02,11.74,1.258914729,0.926088201,48.53612167,88.09505703,19.66159696,6.048599901,6.604493754,2.961877249,14.14880803,2.411020845,233.3237359,96.77383603,628.9115646,1483.058166,1.470407552,1.453121202,23.61451501,7.157461542,0.0077074,0.240657094,21.69392713,4.080942741,7.22187888,3.766317339,0.022556391,0.523076923,-0.238902779,-0.24212664,4.167366805,21.37769179,236.6729439,24.16277238,117.9720065,61.5439531,0.646753133,1.879881936,1.783283067,0.401686902,-0.049368545,1.996410348,0,5,8031,5545,20853,1761,27.34291621,66.29856409,19.76509718,11.37182681,278,92
PS,48.46059079,189,21.83977901,175.2154696,45.33149171,25.98342541,1.428571429,0.86981375,35.58785942,37.2428115,25.80511182,5.469239471,6.198397581,4.424098501,15.54223646,1.69061702,258.9774982,153.1851952,758.8866213,1965.799219,1.687883582,1.502208583,32.71996071,6.278871978,0.008232953,0.101888025,14.69514535,5.867201535,7.200124832,5.215768311,0.032051282,0.314102564,0.692483969,0.539655632,-0.778254141,24.74396238,228.1800263,27.56691508,105.3751067,77.99766538,0.415377498,1.340493012,2.356439901,0.918217511,1.012434293,0.805569712,0,5,3953,31534,8205,4703,17.13423661,36.62955593,30.43124215,18.4588522,383,25
PS,4.262390697,741,62.19094767,65.79207921,18.99717115,32.51626591,1.343728814,0.826278136,56.10738766,24.46077685,34.19725819,6.998229782,4.955993211,6.06166296,30.7173631,3.113493052,2713.155102,871.4183896,2964.269841,15175.75884,1.132426315,1.442973388,72.24011514,10.70093991,0.047364697,0.005545431,14.31013363,27.15854457,6.420882707,7.925460644,0.208395802,0.037481259,-0.344037472,0.414245085,-0.285509351,58.88057886,248.0785201,26.42142761,109.8667312,165.8821101,0.548869748,2.56776747,2.832606907,0.558405389,1.044058262,0.523239099,3,18,43969,45809,13431,22989,40.44937154,20.54711336,23.27738651,22.93065067,98,41
WS,129.8763953,162,17.37419355,61.76129032,22.66451613,61.15483871,1.102719033,0.935336966,32.09818182,19.48727273,32.68,5.018998601,4.585903264,4.988525018,14.38268847,2.250803749,236.8033885,105.2083677,649.8752834,1557.825624,1.32695231,1.425969686,21.44795661,8.088172519,0.056179076,0.081966705,8.709691071,5.15414727,5.79913304,5.500963573,0.223021583,0.279411765,1.275649528,1.229954323,-1.453783672,22.14871274,253.6615408,39.82342688,113.8805637,59.07225826,0.643587515,1.943276339,1.600731095,1.052656124,1.45080437,0.225115428,0,3,2693,9419,3513,9479,15.58044614,28.85364122,55.95633573,11.39761355,355,17
WS,68.41323898,350,157.3053892,145.742515,103.6317365,97.98502994,1.123110151,0.901586878,64.77022654,52.83171521,65.39482201,7.541977196,6.26516472,6.669802292,21.11287896,1.530200359,617.6115375,403.6148168,1400.376417,4927.662966,1.263425211,1.469317596,31.22542333,11.65660956,0.045147483,0.021973296,4.426674698,7.585832504,6.056961452,6.761679294,0.194888179,0.130990415,-0.607188018,-1.050352663,-0.897363072,29.84739326,261.4118735,30.25006325,120.64673,85.76406578,0.609681522,1.551425949,1.608117212,0.237303754,0.392426326,0.570808174,1,6,52540,48345,34613,32727,89.24152873,94.35735525,87.483667,19.23868379,423,21
WS,107.8091799,218,246.2980769,826.5288462,129.3653846,115.6105769,1.009324009,0.986897393,91.75844156,88.11168831,92.87532468,6.941240665,6.800159834,5.777522588,16.6611852,1.061391595,252.78679,238.165434,872.0907029,2421.677453,1.42805389,1.025851779,13.91991298,13.91991298,0.012767721,0.058058595,8.886050842,6.377091429,6.935177925,5.96671018,0.078125,0.234375,1.444245144,2.909870239,3.010658671,18.10102327,266.5870079,28.46485082,125.4212248,55.67965194,0.690664119,1.037938168,1.097273673,-0.756414569,1.27910149,1.586293605,2,3,51230,171711,26908,24047,70.59450564,104.5749232,126.0300532,17.43940423,70,21
